event_id,user_id,event_type,product_id,product_category,event_timestamp,device_type,browser,operating_system,session_id,page_url,duration_seconds,referrer_source,ab_test_variant,country,city,is_bot,scroll_depth_pct,click_x,click_y,search_query,conversion_value
11867,834,search,497,Automotive,2023-05-19 09:26:41,desktop,Safari,Windows,sess-hfkzckxkiskr,/page/pngaab,92,facebook,variant_a,BR,Osaka,true,,,,search term 91,
11868,,search,375,Sports,2023-11-06 18:46:58,desktop,Firefox,Android,sess-bgfabwgqpkjg,/page/mcpwpx,355,instagram,variant_a,MX,Rio,false,,,,search term 178,
11869,1616,add_to_cart,,,2023-04-28 00:22:22,mobile,Opera,macOS,sess-cxvhjlesyfjr,/page/kgdalr,430,youtube,variant_a,FR,Berlin,false,,,,,
11870,364,add_to_cart,,,2022-01-08 01:10:21,desktop,Chrome,iOS,sess-uicpesfizglq,/page/ykzeqn,570,twitter,variant_a,JP,Vancouver,false,,,,,
11871,,add_to_cart,,,2025-03-27 20:10:31,mobile,Edge,Linux,sess-xdyhpnwifsqn,/page/qxutkl,163,twitter,variant_a,AU,Monterrey,false,,,,,
11872,606,wishlist,,,2025-04-26 18:23:32,tablet,Safari,Linux,sess-muxjcfoouzjs,/page/lqwxcm,591,none,variant_b,MX,Osaka,true,,,,,
11873,204,scroll,,,2025-02-22 05:02:57,tablet,Edge,Linux,sess-diwejcpvcgal,/page/dcfaxb,444,bing,control,MX,Osaka,false,20.3,,,,
11874,87,add_to_cart,,,2023-05-11 04:25:49,desktop,Edge,iOS,sess-qmsaojummhyu,/page/shtxse,28,email,variant_a,FR,São Paulo,true,,,,,
11875,1712,click,,,2025-08-18 06:06:51,tablet,Opera,iOS,sess-itrkxfibdagl,/page/cctvaw,559,instagram,variant_b,CA,London,false,,943.6,798.6,,
11876,703,add_to_cart,,,2022-10-14 11:56:40,mobile,Firefox,Android,sess-zgutkbftcuhl,/page/mskces,208,google,variant_a,AU,Delhi,false,,,,,
11877,540,share,205,Clothing,2023-12-24 11:20:08,tablet,Safari,Windows,sess-qncgisltlnwt,/page/jldjrc,48,google,variant_b,DE,Berlin,true,,,,,
11878,1506,click,414,Music,2025-06-07 11:15:57,desktop,Chrome,Android,sess-flhvoqfuvcyb,/page/ixyrop,156,none,control,AU,Rio,true,,1738.6,367.2,,
11879,723,share,23,Books,2022-12-23 06:01:50,mobile,Safari,macOS,sess-ooatzuzyaesk,/page/wadhic,460,affiliate,control,MX,Tokyo,false,,,,,
11880,647,form_submit,287,Beauty,2023-04-22 00:38:17,desktop,Firefox,Android,sess-vjdpabmthpge,/page/sphzxs,583,google,control,AU,Sydney,false,,,,,
11881,804,wishlist,330,Books,2025-01-29 02:43:28,mobile,Firefox,iOS,sess-hxyxueymbiyt,/page/qrnzvd,343,twitter,variant_a,JP,Berlin,false,,,,,
11882,34,add_to_cart,125,Sports,2022-04-15 16:31:50,mobile,Opera,iOS,sess-ztkpghgkecse,/page/slfctg,286,bing,variant_b,CA,Toronto,true,,,,,
11883,779,form_submit,,,2024-10-29 16:22:24,mobile,Chrome,macOS,sess-qwikkzkmimvf,/page/ttnhtt,376,facebook,variant_a,FR,Toronto,false,,,,,
11884,,wishlist,378,Home & Garden,2022-05-25 06:36:55,mobile,Opera,macOS,sess-hktfzdlmfirb,/page/alvisb,492,facebook,control,JP,Sydney,false,,,,,
11885,702,click,47,Food,2024-10-25 02:06:58,tablet,Safari,Android,sess-rxpvzmozzcvs,/page/xuvjzz,459,facebook,variant_a,AU,Berlin,false,,1338.1,1006.1,,
11886,539,page_view,182,Toys,2022-11-17 00:03:51,mobile,Safari,Windows,sess-jwvrlwfvfwae,/page/gteuzq,466,youtube,variant_b,JP,Toronto,false,,,,,
11887,905,page_view,33,Food,2023-01-04 19:46:32,desktop,Edge,Android,sess-oqmivlpgddrf,/page/jajisc,339,google,control,UK,Chicago,true,,,,,
11888,1089,share,48,Sports,2023-02-09 00:44:33,mobile,Opera,macOS,sess-akuzggucnwor,/page/hcmmvf,15,direct,variant_b,IN,Toronto,true,,,,,
11889,279,search,179,Toys,2023-03-07 13:30:02,mobile,Opera,Linux,sess-vwvuoizunqve,/page/tfhyoy,435,facebook,variant_a,UK,New York,false,,,,search term 195,
11890,,share,491,Books,2023-02-14 10:47:39,mobile,Safari,Windows,sess-elynxtijyysj,/page/muvbru,117,google,variant_a,FR,Paris,false,,,,,
11891,1316,form_submit,,,2022-09-16 19:29:59,tablet,Chrome,macOS,sess-ftmgwczxzlmj,/page/aplynb,594,direct,variant_a,BR,Rio,false,,,,,
11892,1729,search,,,2022-06-17 19:21:10,tablet,Safari,Android,sess-jdrfidvjycyz,/page/htnghs,439,youtube,variant_a,UK,Toronto,false,,,,search term 64,
11893,1260,search,166,Automotive,2024-04-19 00:28:38,tablet,Chrome,Android,sess-uerjemuulbwq,/page/kheqyk,390,affiliate,control,BR,Chicago,false,,,,search term 35,
11894,1679,page_view,96,Home & Garden,2025-08-24 17:17:20,mobile,Opera,iOS,sess-jrbhimvpgeet,/page/cblqff,405,direct,variant_a,FR,Sydney,true,,,,,
11895,1842,purchase,95,Electronics,2022-10-28 01:54:30,mobile,Opera,Android,sess-rhaxpficwxry,/page/iktibn,84,facebook,variant_b,BR,Berlin,false,,,,,426.81
11896,793,share,374,Toys,2025-06-12 08:40:54,desktop,Edge,Windows,sess-edabcccundtw,/page/jqhqko,458,none,variant_a,MX,Delhi,true,,,,,
11897,1307,purchase,375,Home & Garden,2023-06-04 05:52:07,mobile,Safari,iOS,sess-nyhvxhgfjvjm,/page/ltnezo,479,facebook,control,UK,Mumbai,false,,,,,333.71
11898,1112,add_to_cart,,,2024-10-30 19:17:15,mobile,Edge,macOS,sess-uetykzrkxzpe,/page/xonijw,10,direct,variant_a,MX,Toronto,true,,,,,
11899,1485,share,,,2024-01-10 19:26:24,tablet,Firefox,Android,sess-zcffbfedosqc,/page/jxbonq,68,twitter,variant_b,US,São Paulo,true,,,,,
11900,874,scroll,38,Beauty,2023-01-30 06:11:26,tablet,Edge,Windows,sess-fcipnwpammdo,/page/txecuq,416,none,control,DE,Mumbai,false,73.5,,,,
11901,817,wishlist,355,Home & Garden,2024-03-14 11:15:42,tablet,Edge,macOS,sess-wigyqnvajccs,/page/linych,513,google,variant_b,BR,New York,true,,,,,
11902,366,share,,,2024-08-02 19:52:16,desktop,Opera,Windows,sess-vcbattsxcvvb,/page/qdicsz,340,email,variant_a,MX,Rio,false,,,,,
11903,1444,form_submit,,,2022-01-05 09:54:26,mobile,Safari,Android,sess-bfmpcmlhebmd,/page/jhzrwl,454,google,variant_a,FR,London,false,,,,,
11904,1193,video_play,251,Beauty,2023-02-25 08:12:14,tablet,Safari,macOS,sess-rflmasedmnkj,/page/ctdehs,114,direct,variant_a,CA,Lyon,false,,,,,
11905,1945,purchase,,,2025-01-15 15:53:17,mobile,Edge,Windows,sess-qsrtqkqmtmtc,/page/bijfiw,219,email,variant_b,AU,São Paulo,false,,,,,403.83
11906,456,purchase,406,Electronics,2022-07-29 19:13:10,mobile,Edge,Windows,sess-dcpxozvjmdkm,/page/kboleh,265,facebook,control,IN,Berlin,true,,,,,440.66
11907,1824,wishlist,,,2023-02-14 01:00:39,desktop,Firefox,Android,sess-lrtujmmmaxvl,/page/wkhgah,266,google,variant_a,JP,Mexico City,false,,,,,
11908,459,share,344,Home & Garden,2024-11-25 02:36:34,tablet,Edge,Android,sess-gwijimaovhfw,/page/tvnrxq,111,youtube,variant_a,DE,Monterrey,true,,,,,
11909,1237,purchase,,,2023-08-16 22:06:55,mobile,Opera,Linux,sess-mexehmmshhda,/page/xufybg,561,twitter,variant_a,FR,Vancouver,false,,,,,272.43
11910,1775,wishlist,221,Music,2025-03-06 20:02:03,desktop,Firefox,iOS,sess-ccoodhweeffm,/page/mzsqhf,22,bing,variant_b,MX,Berlin,false,,,,,
11911,1069,form_submit,380,Home & Garden,2022-04-14 08:40:38,tablet,Opera,macOS,sess-zmbkwbzncmde,/page/wdfchi,571,twitter,variant_b,AU,New York,true,,,,,
11912,1811,purchase,469,Automotive,2024-06-27 11:03:36,desktop,Chrome,iOS,sess-rmdlgjqjquxl,/page/smgrfk,481,bing,variant_a,US,Mumbai,false,,,,,313.03
11913,746,wishlist,338,Electronics,2023-02-10 18:35:54,tablet,Safari,Linux,sess-vhwjnakvkmaf,/page/sqeajk,571,bing,variant_a,AU,Toronto,false,,,,,
11914,1190,form_submit,,,2023-03-17 02:35:31,desktop,Opera,Linux,sess-tcgrvqwmrmpy,/page/gtjyvg,508,youtube,variant_a,CA,Mumbai,false,,,,,
11915,622,click,,,2022-09-27 22:03:18,mobile,Firefox,macOS,sess-rtozgisorvxp,/page/ecaqea,169,email,variant_b,US,London,false,,33.4,577.5,,
11916,1244,share,,,2025-12-01 16:48:09,mobile,Opera,Windows,sess-wjyrmiszoecs,/page/whkzjp,592,twitter,variant_b,IN,São Paulo,false,,,,,
11917,1052,purchase,483,Clothing,2024-12-24 14:40:43,mobile,Firefox,macOS,sess-rqhelxhykcfj,/page/cxrjvz,98,email,variant_a,US,New York,false,,,,,385.74
11918,1009,click,5,Home & Garden,2024-03-22 14:03:06,desktop,Safari,Linux,sess-gujcphsybiwl,/page/mbbamx,285,google,variant_a,BR,Munich,false,,1366.0,886.7,,
11919,1807,scroll,,,2025-07-27 21:08:25,desktop,Opera,macOS,sess-mqzcbizwuqlm,/page/khdjbg,527,twitter,variant_b,UK,Tokyo,false,49.1,,,,
11920,1247,purchase,305,Books,2024-06-16 14:24:01,mobile,Chrome,iOS,sess-hgldcecdoncg,/page/zkaboe,139,google,control,BR,London,false,,,,,437.5
11921,1767,video_play,188,Clothing,2022-07-20 09:36:24,desktop,Safari,iOS,sess-ofiwelrjulin,/page/jxnblk,264,affiliate,variant_a,CA,Paris,false,,,,,
11922,1260,form_submit,218,Toys,2025-04-28 22:19:48,desktop,Firefox,Android,sess-hgohzxexmpap,/page/lpryxu,51,bing,variant_a,JP,Osaka,false,,,,,
11923,672,share,,,2024-12-11 00:24:19,desktop,Firefox,Linux,sess-woadicmpywtb,/page/bbwchb,530,twitter,variant_b,US,Melbourne,true,,,,,
11924,1476,search,357,Clothing,2024-11-19 08:26:05,tablet,Edge,iOS,sess-ycqjckswqlkw,/page/hxzaiu,270,direct,control,AU,Paris,true,,,,search term 87,
11925,1844,click,277,Electronics,2024-12-19 09:18:59,mobile,Edge,Android,sess-aaqdaxdxvtdw,/page/mlpych,180,bing,variant_b,UK,Manchester,false,,909.8,907.7,,
11926,1040,scroll,,,2023-10-29 22:54:46,tablet,Firefox,macOS,sess-eecnkiehorow,/page/umcvmi,212,instagram,variant_b,UK,São Paulo,true,50.8,,,,
11927,1009,search,,,2024-04-16 18:53:01,desktop,Chrome,iOS,sess-boqbrvvjwjbl,/page/crfheo,201,none,variant_a,UK,Mexico City,true,,,,search term 135,
11928,1824,share,374,Home & Garden,2024-06-05 13:41:10,tablet,Opera,Linux,sess-ftwbikvhjmlb,/page/iokmdn,100,direct,control,AU,Rio,false,,,,,
11929,1391,page_view,,,2025-11-28 01:04:16,tablet,Edge,Linux,sess-rzhzwwnqcyya,/page/wfxhgw,375,twitter,control,BR,London,true,,,,,
11930,585,video_play,,,2022-04-05 03:49:43,tablet,Edge,iOS,sess-yzooerstruqh,/page/cxpltb,47,bing,variant_b,BR,Berlin,false,,,,,
11931,464,wishlist,,,2025-12-01 01:36:23,tablet,Safari,Linux,sess-pdgzjrlaicry,/page/galjnq,381,none,variant_a,DE,Tokyo,true,,,,,
11932,1315,add_to_cart,149,Food,2022-05-03 06:00:36,mobile,Chrome,macOS,sess-ytpmspyfmqlk,/page/nhmhse,497,instagram,control,IN,Melbourne,false,,,,,
11933,1420,click,27,Food,2024-05-22 03:27:31,desktop,Safari,macOS,sess-gsjrimkovqzu,/page/nljgrx,104,google,control,BR,Munich,true,,465.6,841.3,,
11934,737,video_play,,,2022-03-10 04:17:57,desktop,Opera,Android,sess-unzvxgbkuguk,/page/zpxjtp,346,affiliate,variant_a,IN,Paris,true,,,,,
11935,746,form_submit,6,Clothing,2023-10-17 21:09:23,mobile,Safari,Android,sess-fkbnjsrfpdan,/page/sxriou,542,affiliate,variant_b,DE,Munich,true,,,,,
11936,1493,page_view,29,Sports,2022-01-23 10:06:06,desktop,Edge,Windows,sess-kufbdnbgpetn,/page/mxhkbt,422,instagram,variant_b,IN,Melbourne,true,,,,,
11937,,form_submit,,,2023-10-29 10:21:19,mobile,Safari,iOS,sess-wdfovbnvvabz,/page/yhljhl,51,twitter,variant_b,JP,Delhi,false,,,,,
11938,702,share,229,Electronics,2025-10-23 01:25:43,tablet,Firefox,iOS,sess-uilidawzyzva,/page/kwrkab,80,youtube,variant_b,AU,Paris,false,,,,,
11939,986,wishlist,80,Toys,2024-06-08 10:46:47,tablet,Opera,Linux,sess-xklrtpnhsiuk,/page/mnlorm,10,instagram,variant_b,FR,Mexico City,true,,,,,
11940,1336,form_submit,428,Clothing,2022-06-19 00:33:01,mobile,Edge,Windows,sess-jazmxssygjjc,/page/fprkvc,492,affiliate,variant_b,UK,São Paulo,true,,,,,
11941,1981,add_to_cart,350,Home & Garden,2024-10-06 01:45:25,desktop,Chrome,iOS,sess-gsshmmeabpzh,/page/gfkjbz,177,facebook,variant_b,CA,Chicago,true,,,,,
11942,1077,search,,,2022-08-08 12:20:58,mobile,Firefox,Windows,sess-mouvbzagpwwj,/page/xdfchl,263,affiliate,variant_a,UK,Mumbai,true,,,,search term 87,
11943,1895,form_submit,138,Toys,2025-01-22 00:00:22,mobile,Chrome,Linux,sess-xmaqltibcbsw,/page/teueys,528,email,variant_b,BR,Chicago,false,,,,,
11944,438,share,,,2025-01-24 08:14:22,tablet,Opera,Windows,sess-iqexnynxfijm,/page/dgkyil,271,google,variant_a,US,Munich,true,,,,,
11945,32,search,,,2022-12-23 22:51:33,desktop,Firefox,Android,sess-qwyotubanolq,/page/orzhuy,324,direct,variant_a,IN,Delhi,true,,,,search term 131,
11946,1919,page_view,379,Books,2023-05-27 07:56:39,desktop,Firefox,Linux,sess-pxleausoxcpb,/page/wqkmzy,488,youtube,control,UK,Melbourne,true,,,,,
11947,1371,video_play,270,Home & Garden,2022-04-19 12:15:05,desktop,Safari,iOS,sess-ghiodhwbfwnn,/page/nhkpeg,559,bing,variant_a,MX,Vancouver,true,,,,,
11948,,page_view,47,Toys,2022-01-13 01:37:42,mobile,Safari,Windows,sess-lzpvxkbzcjfs,/page/qndsaa,102,twitter,variant_a,IN,Delhi,true,,,,,
11949,1641,page_view,340,Books,2022-02-20 11:40:24,tablet,Opera,Linux,sess-olgdreptymmp,/page/wreqvw,513,direct,variant_a,IN,London,false,,,,,
11950,510,scroll,,,2025-09-09 16:01:16,tablet,Edge,iOS,sess-nwrkjssfmgtm,/page/iyyriz,86,affiliate,control,UK,Vancouver,false,79.1,,,,
11951,1336,page_view,126,Food,2023-10-05 12:21:12,desktop,Edge,Windows,sess-wigpoxdqjvpk,/page/luwyqx,532,bing,control,MX,Mexico City,true,,,,,
11952,901,form_submit,,,2022-02-24 08:28:15,desktop,Firefox,Linux,sess-xclruvzeresk,/page/fcuktd,94,none,variant_a,US,Tokyo,false,,,,,
11953,872,search,,,2024-01-01 06:26:55,mobile,Safari,Windows,sess-sixlwenorkgj,/page/tehmkk,224,direct,variant_b,DE,New York,true,,,,search term 33,
11954,1630,click,,,2022-10-28 19:41:50,desktop,Opera,Windows,sess-xprbwpbhllll,/page/btqphz,188,affiliate,variant_b,JP,Delhi,false,,406.0,898.2,,
11955,981,wishlist,402,Sports,2024-04-16 07:30:46,tablet,Safari,macOS,sess-mubqobzraayz,/page/xxnlno,366,google,variant_a,DE,Berlin,false,,,,,
11956,407,purchase,,,2025-12-03 00:34:04,tablet,Chrome,iOS,sess-nvguusckuizq,/page/iptbwe,456,youtube,variant_a,DE,Toronto,true,,,,,345.33
11957,51,video_play,,,2022-07-18 14:00:01,mobile,Chrome,Linux,sess-hpbtjyrvlzgq,/page/fohyqi,57,facebook,variant_b,US,Rio,false,,,,,
11958,416,click,330,Beauty,2022-03-02 22:15:40,mobile,Chrome,Windows,sess-rmqucnliieix,/page/uwgikz,99,email,variant_a,BR,Tokyo,true,,1131.1,60.7,,
11959,1808,search,,,2022-05-22 11:57:21,mobile,Safari,Linux,sess-mqyqocxpfjyz,/page/vzdthc,510,direct,variant_b,DE,Lyon,false,,,,search term 172,
11960,229,click,453,Home & Garden,2025-04-17 00:14:13,desktop,Chrome,macOS,sess-lvwrojycbejs,/page/qqpdib,187,email,control,DE,Paris,false,,1290.8,224.0,,
11961,1267,purchase,65,Music,2024-01-14 21:51:25,desktop,Firefox,Windows,sess-njpahrafjivp,/page/mafoob,228,instagram,control,BR,New York,true,,,,,254.56
11962,936,form_submit,,,2024-02-08 16:39:22,tablet,Edge,macOS,sess-qjgnrpbastuk,/page/qxvyfi,294,bing,variant_a,FR,London,false,,,,,
11963,1711,search,345,Beauty,2024-07-21 14:54:16,tablet,Edge,Linux,sess-rmoaiadaduuk,/page/qyjhxo,34,bing,control,IN,Sydney,false,,,,search term 1,
11964,1952,add_to_cart,,,2024-08-29 05:09:30,desktop,Opera,macOS,sess-sicslhnzpwje,/page/xghxrm,585,facebook,variant_b,UK,Melbourne,false,,,,,
11965,600,scroll,240,Electronics,2022-04-19 03:28:53,desktop,Firefox,iOS,sess-cjfsamuegpav,/page/tanhku,50,bing,control,JP,Mexico City,true,22.8,,,,
11966,658,form_submit,378,Sports,2022-12-07 08:33:04,tablet,Opera,macOS,sess-nhiminamtlbg,/page/ehzytq,138,bing,variant_a,IN,London,true,,,,,
11967,,wishlist,,,2023-10-19 16:50:01,mobile,Safari,Windows,sess-snashlmhpgkz,/page/xhjlij,457,twitter,variant_b,DE,Mexico City,false,,,,,
11968,228,scroll,,,2022-01-27 19:41:36,tablet,Firefox,Linux,sess-vthifbvhdekt,/page/ihqtpx,553,bing,variant_a,CA,Melbourne,true,15.5,,,,
11969,1525,purchase,,,2022-06-09 11:15:55,desktop,Edge,Linux,sess-dzqyptmkhaot,/page/vjrdnp,174,bing,variant_b,CA,Lyon,true,,,,,110.16
11970,1107,scroll,493,Toys,2025-12-01 01:34:40,desktop,Opera,Windows,sess-btusljaiysux,/page/roqccb,518,email,variant_b,MX,Toronto,false,71.8,,,,
11971,1549,page_view,,,2023-07-30 08:25:02,desktop,Edge,Android,sess-rsksitafwiwt,/page/brpcmf,567,bing,variant_b,DE,Mumbai,false,,,,,
11972,611,scroll,,,2023-06-11 19:27:56,desktop,Chrome,Android,sess-iujenkjuvndn,/page/pxhlmn,374,bing,control,MX,Vancouver,false,96.6,,,,
11973,1936,share,418,Toys,2024-09-11 18:28:10,tablet,Edge,Linux,sess-zemnhinxyutp,/page/mvsncs,72,twitter,variant_a,JP,Paris,true,,,,,
11974,608,share,447,Books,2022-02-18 16:36:46,mobile,Safari,Windows,sess-rimnwmdgbxke,/page/vsmbuz,172,direct,control,CA,Chicago,true,,,,,
11975,1033,page_view,,,2023-03-28 00:48:17,mobile,Chrome,Windows,sess-cxgdxbslmeub,/page/ixgafn,396,email,variant_a,UK,Mexico City,true,,,,,
11976,231,search,124,Home & Garden,2022-12-09 06:02:55,desktop,Firefox,macOS,sess-hzipzgrdkcdi,/page/zfqjga,575,direct,variant_a,UK,Berlin,false,,,,search term 129,
11977,883,click,216,Clothing,2023-12-01 21:43:02,desktop,Edge,macOS,sess-ejcjbpovocnh,/page/fhxvnw,263,youtube,control,BR,Mumbai,false,,279.2,1026.4,,
11978,1319,scroll,448,Home & Garden,2024-04-25 03:43:42,desktop,Safari,Android,sess-ddzllurmdqsh,/page/gtricc,266,none,control,IN,Chicago,false,76.5,,,,
11979,1432,add_to_cart,,,2022-09-24 08:15:47,mobile,Firefox,Android,sess-zbvxmpradkre,/page/zyhbfj,210,direct,control,JP,Manchester,false,,,,,
11980,477,purchase,,,2022-07-17 19:58:42,tablet,Edge,iOS,sess-ytredobcivnj,/page/bjzweu,22,bing,variant_b,BR,São Paulo,true,,,,,112.48
11981,1626,scroll,,,2023-01-16 06:27:26,mobile,Safari,macOS,sess-mqccnlrrmufq,/page/qpiwnk,482,youtube,variant_a,IN,Osaka,true,74.1,,,,
11982,1024,search,223,Automotive,2024-01-19 15:00:30,tablet,Opera,iOS,sess-ufdhljgqfzgz,/page/mntglx,245,facebook,variant_a,AU,New York,false,,,,search term 178,
11983,125,share,454,Books,2023-10-22 15:25:30,tablet,Firefox,Android,sess-guyledtiacgv,/page/twugdk,489,email,control,BR,Chicago,false,,,,,
11984,437,page_view,460,Electronics,2025-01-11 12:25:31,desktop,Chrome,Windows,sess-wwlaesfrfqho,/page/gkeoch,312,none,control,BR,Rio,true,,,,,
11985,1492,search,,,2023-11-03 14:46:25,tablet,Firefox,iOS,sess-twitglonvaat,/page/odtkig,162,facebook,variant_a,MX,Monterrey,false,,,,search term 162,
11986,,search,301,Electronics,2025-09-03 12:02:10,desktop,Firefox,Windows,sess-wnderntzfdio,/page/kujbmu,327,google,variant_b,DE,Melbourne,true,,,,search term 70,
11987,332,page_view,465,Music,2023-07-04 00:55:59,desktop,Chrome,iOS,sess-wfmgfujnomtp,/page/skkbph,35,youtube,variant_a,DE,Melbourne,false,,,,,
11988,158,share,,,2025-09-05 05:38:49,mobile,Firefox,macOS,sess-mwukoxlsqlju,/page/poljmv,286,bing,control,BR,Melbourne,true,,,,,
11989,650,page_view,,,2022-11-20 20:00:06,tablet,Chrome,Linux,sess-vzpxanjlsezs,/page/knpksc,102,youtube,control,DE,Vancouver,false,,,,,
11990,28,add_to_cart,368,Electronics,2022-12-13 09:33:37,desktop,Edge,Windows,sess-qppkdypcymrf,/page/uuvpup,71,bing,variant_a,FR,Berlin,false,,,,,
11991,1280,form_submit,,,2022-03-02 19:50:43,desktop,Edge,Linux,sess-srlhckmvwfsv,/page/ypvzvu,398,youtube,variant_a,AU,New York,false,,,,,
11992,618,search,433,Clothing,2025-12-24 00:05:35,tablet,Safari,iOS,sess-zvfxsikjrwza,/page/zkmurl,250,direct,variant_a,CA,Vancouver,true,,,,search term 126,
11993,1117,wishlist,11,Electronics,2023-12-16 11:50:52,mobile,Edge,Windows,sess-gfzimlbrxzjc,/page/yqzjlv,114,youtube,control,AU,Lyon,true,,,,,
11994,,click,469,Food,2023-01-06 10:43:08,mobile,Edge,Windows,sess-sgglgcvkhbxd,/page/joxbbx,399,twitter,variant_a,JP,Mumbai,false,,133.1,812.4,,
11995,714,wishlist,,,2022-04-06 21:37:59,desktop,Opera,iOS,sess-epffehspngfp,/page/qehizp,341,youtube,variant_a,FR,Delhi,true,,,,,
11996,1056,form_submit,,,2025-02-23 08:30:40,desktop,Chrome,Android,sess-bhmhjasizcvt,/page/amlcrr,238,bing,control,MX,Delhi,false,,,,,
11997,1725,wishlist,195,Automotive,2024-04-29 03:24:57,mobile,Edge,macOS,sess-mfvppncnzuog,/page/sfcajz,499,instagram,control,MX,Toronto,true,,,,,
11998,1931,scroll,379,Books,2022-03-10 01:22:51,mobile,Chrome,Linux,sess-jjtstuqlmyyg,/page/meukae,559,bing,variant_b,JP,Toronto,false,27.8,,,,
11999,,page_view,131,Food,2022-07-19 09:22:31,mobile,Edge,Android,sess-hczmzcrpixmi,/page/hmeyfd,212,google,variant_a,US,Sydney,false,,,,,
12000,1162,scroll,,,2022-01-08 11:39:18,mobile,Safari,Windows,sess-csbvofmkszmu,/page/kwieya,5,google,control,UK,Rio,false,14.3,,,,
12001,1519,page_view,289,Home & Garden,2024-11-13 13:04:49,mobile,Chrome,Linux,sess-bxzngltznwsg,/page/gnbcaw,285,direct,control,JP,Tokyo,true,,,,,
12002,1776,wishlist,436,Automotive,2023-05-30 04:04:59,tablet,Safari,Linux,sess-nwfsucpjmwte,/page/ggczne,394,email,variant_b,JP,New York,true,,,,,
12003,487,click,410,Automotive,2024-01-08 21:37:29,tablet,Opera,macOS,sess-vfoayhgmtpqz,/page/cscwwo,154,direct,variant_a,UK,Mexico City,true,,332.7,745.1,,
12004,1408,share,,,2025-11-28 21:26:34,tablet,Safari,macOS,sess-zgdcdzpyzkqd,/page/ahlwya,515,google,variant_b,BR,Paris,true,,,,,
12005,1397,form_submit,,,2024-02-07 12:49:21,desktop,Edge,Windows,sess-zykyrdgledpj,/page/njnwmb,14,google,variant_b,JP,Berlin,true,,,,,
12006,14,click,,,2024-01-04 02:35:43,desktop,Safari,macOS,sess-jflsoiwwvtdr,/page/cfwlxw,291,email,control,FR,Lyon,true,,1481.3,938.8,,
12007,48,page_view,248,Books,2024-02-04 15:50:32,tablet,Edge,iOS,sess-eyyeeplrdtte,/page/jgjcwl,204,twitter,variant_b,FR,Manchester,false,,,,,
12008,,video_play,118,Electronics,2023-09-10 20:05:23,desktop,Safari,iOS,sess-evlvbpcukczd,/page/vkyrei,40,email,variant_b,JP,Mumbai,true,,,,,
12009,1555,page_view,334,Beauty,2025-11-30 23:56:57,mobile,Safari,Linux,sess-vtxynvpbdwgn,/page/waxvxe,230,email,variant_b,MX,São Paulo,false,,,,,
12010,243,video_play,184,Automotive,2024-09-23 03:35:41,mobile,Edge,Windows,sess-hfzokurfvoep,/page/wedhha,4,affiliate,variant_a,JP,Chicago,true,,,,,
12011,225,share,341,Sports,2024-07-26 21:23:55,desktop,Opera,macOS,sess-nnhecgerpgkg,/page/bmplia,270,direct,variant_b,FR,Sydney,true,,,,,
12012,363,share,476,Books,2022-04-14 14:12:47,tablet,Firefox,Android,sess-nrazhetkjybc,/page/xotzlq,594,bing,variant_b,DE,New York,false,,,,,
12013,,add_to_cart,282,Beauty,2025-08-08 01:02:16,desktop,Opera,Linux,sess-melgrlhsgbcy,/page/cbarmi,184,direct,variant_b,IN,Manchester,true,,,,,
12014,680,add_to_cart,,,2023-06-15 08:05:28,desktop,Safari,Android,sess-yqxofqmczvjc,/page/ljzkns,111,instagram,variant_b,BR,Monterrey,true,,,,,
12015,747,scroll,223,Sports,2024-11-22 05:21:56,tablet,Opera,Linux,sess-yrhginpqfirz,/page/pohyyk,441,none,variant_a,UK,Berlin,false,62.3,,,,
12016,175,add_to_cart,70,Electronics,2025-10-09 00:23:19,tablet,Edge,macOS,sess-sgatknsmsflw,/page/aelxdz,480,affiliate,control,US,Tokyo,true,,,,,
12017,1925,click,54,Books,2023-11-08 14:08:32,tablet,Opera,macOS,sess-lwyagzdxeylm,/page/qkhihg,289,affiliate,variant_a,BR,Osaka,false,,1119.2,415.9,,
12018,1244,share,420,Books,2022-03-07 03:06:50,mobile,Opera,iOS,sess-yivivykfvqzm,/page/ugdbwd,326,affiliate,variant_a,DE,New York,false,,,,,
12019,1852,add_to_cart,161,Electronics,2025-11-30 08:37:38,tablet,Chrome,macOS,sess-bfwdyuimktoa,/page/kqipna,329,none,control,UK,São Paulo,false,,,,,
12020,984,add_to_cart,384,Clothing,2022-02-10 15:42:54,mobile,Opera,Linux,sess-chpbknuislkg,/page/wpffos,14,facebook,control,UK,Mexico City,true,,,,,
12021,,video_play,,,2023-05-25 05:52:19,desktop,Opera,macOS,sess-pkusnucjybgp,/page/tgeept,189,direct,control,FR,Chicago,false,,,,,
12022,1088,wishlist,,,2022-12-09 10:41:09,desktop,Safari,iOS,sess-zmtustuvvuov,/page/jygysm,192,instagram,variant_a,US,Manchester,true,,,,,
12023,607,search,416,Automotive,2022-01-08 05:32:46,tablet,Safari,Android,sess-natkpamttmib,/page/bhiejd,485,email,variant_b,US,Delhi,true,,,,search term 88,
12024,1986,search,105,Toys,2025-07-19 11:12:07,tablet,Chrome,Android,sess-kjbwhdmwmokf,/page/fxogsq,310,direct,control,CA,Berlin,false,,,,search term 145,
