order_item_id,order_id,product_id,product_name,category,quantity,unit_price,subtotal,discount_amount,tax_rate,tax_amount,returned,return_reason,fulfillment_type,is_digital,gift_wrap,seller_id,warehouse_id,ship_date
9182,536,390,Product_390,Beauty,3,471.19,1364.82,48.75,0.0954,130.2,false,,dropship,false,false,SEL-050,WH-01,2024-04-23
9183,733,187,Product_187,Clothing,5,489.98,2422.43,27.47,0.0727,176.11,true,wrong_item,digital_delivery,false,true,SEL-009,WH-02,2024-06-24
9184,2851,38,Product_38,Music,5,475.63,2239.22,138.93,0.0868,194.36,true,changed_mind,digital_delivery,true,true,SEL-080,WH-10,2022-08-12
9185,4054,178,Product_178,Beauty,3,599.81,1751.94,47.49,0.0663,116.15,false,,digital_delivery,false,true,SEL-008,WH-17,2025-10-18
9186,152,445,Product_445,Music,3,1480.35,4426.36,14.69,0.0917,405.9,false,,dropship,false,false,SEL-011,WH-02,2024-06-09
9187,4492,72,Product_72,Toys,1,121.14,111.33,9.81,0.1199,13.35,true,arrived_late,digital_delivery,true,true,SEL-026,WH-16,2024-08-10
9188,167,265,Product_265,Toys,2,865.59,1546.03,185.15,0.0794,122.75,false,,digital_delivery,false,true,SEL-051,WH-17,2022-04-26
9189,326,212,Product_212,Electronics,1,494.68,390.6,104.08,0.1138,44.45,false,,in_store,true,false,SEL-059,WH-08,2022-11-27
9190,465,388,Product_388,Toys,3,1406.55,4119.13,100.52,0.0971,399.97,true,defective,in_store,false,true,SEL-031,WH-01,2022-10-31
9191,1163,215,Product_215,Sports,1,619.05,557.54,61.51,0.0919,51.24,true,,in_store,false,false,SEL-096,WH-14,2025-11-29
9192,317,245,Product_245,Clothing,2,145.16,280.28,10.04,0.0892,25.0,false,,in_store,true,false,SEL-081,WH-15,2022-08-11
9193,3973,43,Product_43,Sports,1,827.92,770.62,57.3,0.0836,64.42,true,defective,warehouse,false,true,SEL-029,WH-02,2023-08-01
9194,288,270,Product_270,Clothing,1,753.77,750.8,2.97,0.1019,76.51,false,,digital_delivery,false,false,SEL-015,WH-04,2023-05-28
9195,2695,200,Product_200,Clothing,4,397.65,1562.04,28.56,0.0825,128.87,true,arrived_late,digital_delivery,false,false,SEL-057,WH-17,2022-09-30
9196,2334,438,Product_438,Beauty,3,1213.02,3287.67,351.39,0.0687,225.86,false,,in_store,false,true,SEL-025,WH-20,2022-01-22
9197,4046,423,Product_423,Books,2,268.36,515.58,21.14,0.0642,33.1,true,arrived_late,dropship,false,true,SEL-096,WH-18,2023-12-29
9198,3454,487,Product_487,Clothing,3,1069.3,3011.6,196.3,0.0839,252.67,false,,warehouse,false,true,SEL-077,WH-11,2023-12-11
9199,831,285,Product_285,Beauty,1,1436.6,1016.61,419.99,0.1017,103.39,true,arrived_late,warehouse,false,true,SEL-005,WH-08,2024-10-03
9200,2344,191,Product_191,Toys,2,766.15,1464.83,67.47,0.0969,141.94,false,,in_store,true,true,SEL-022,WH-20,2025-02-06
9201,4879,215,Product_215,Home & Garden,3,1076.72,2919.82,310.34,0.1032,301.33,true,defective,warehouse,true,true,SEL-077,WH-20,2023-02-28
9202,3782,452,Product_452,Sports,3,1328.54,3594.5,391.12,0.0818,294.03,true,arrived_late,dropship,false,true,SEL-098,WH-10,2024-01-02
9203,1402,123,Product_123,Books,3,120.42,345.23,16.03,0.087,30.04,true,not_as_described,digital_delivery,false,false,SEL-004,WH-10,2025-03-22
9204,665,133,Product_133,Clothing,1,472.98,349.12,123.86,0.1152,40.22,true,,dropship,true,false,SEL-002,WH-07,2022-09-28
9205,3937,84,Product_84,Books,3,1203.13,3590.29,19.1,0.0801,287.58,true,changed_mind,warehouse,false,true,SEL-051,WH-09,2022-09-05
9206,3646,455,Product_455,Books,4,253.32,958.42,54.86,0.1089,104.37,false,,warehouse,false,false,SEL-056,WH-05,2022-06-13
9207,1585,188,Product_188,Sports,4,790.07,3082.11,78.17,0.0857,264.14,true,defective,digital_delivery,true,true,SEL-019,WH-08,2023-03-05
9208,2777,85,Product_85,Electronics,3,1217.18,3555.55,95.99,0.0773,274.84,true,,dropship,true,false,SEL-027,WH-20,2025-12-15
9209,3562,184,Product_184,Clothing,1,764.57,653.39,111.18,0.07,45.74,true,arrived_late,dropship,true,true,SEL-062,WH-09,2022-03-06
9210,1132,16,Product_16,Home & Garden,3,1410.64,3822.04,409.88,0.0535,204.48,true,,in_store,false,false,SEL-023,WH-08,2022-02-21
9211,1903,121,Product_121,Clothing,2,342.87,608.26,77.48,0.0824,50.12,true,wrong_item,digital_delivery,true,true,SEL-020,WH-07,2025-01-30
9212,2480,132,Product_132,Food,3,1128.61,3376.55,9.28,0.051,172.2,true,,warehouse,true,false,SEL-007,WH-03,2025-08-12
9213,4484,52,Product_52,Automotive,2,301.32,562.95,39.69,0.0762,42.9,false,,in_store,false,false,SEL-046,WH-04,2023-01-19
9214,172,118,Product_118,Automotive,5,349.29,1738.66,7.79,0.0567,98.58,true,arrived_late,dropship,true,true,SEL-056,WH-03,2022-07-07
9215,309,303,Product_303,Beauty,1,699.0,600.87,98.13,0.0657,39.48,true,not_as_described,in_store,true,false,SEL-031,WH-07,2023-10-27
9216,3313,318,Product_318,Home & Garden,5,177.26,860.92,25.38,0.0847,72.92,true,,in_store,false,true,SEL-086,WH-14,2025-02-12
9217,4659,251,Product_251,Food,4,482.95,1852.81,78.99,0.1148,212.7,false,,digital_delivery,false,false,SEL-012,WH-13,2024-07-21
9218,1700,373,Product_373,Food,4,279.01,1096.32,19.72,0.1064,116.65,true,not_as_described,in_store,true,true,SEL-021,WH-15,2025-01-08
9219,2554,356,Product_356,Electronics,2,651.02,1144.87,157.17,0.0502,57.47,false,,warehouse,false,true,SEL-064,WH-06,2023-07-16
9220,3251,496,Product_496,Sports,3,1215.68,3583.8,63.24,0.0558,199.98,false,,digital_delivery,false,true,SEL-081,WH-17,2023-10-07
9221,2318,113,Product_113,Clothing,5,279.45,1338.27,58.98,0.1006,134.63,false,,digital_delivery,false,true,SEL-071,WH-06,2023-01-18
9222,1768,32,Product_32,Food,3,1202.1,3510.52,95.78,0.0928,325.78,true,not_as_described,warehouse,false,true,SEL-009,WH-14,2025-11-22
9223,435,483,Product_483,Music,1,1195.9,889.68,306.22,0.0637,56.67,true,defective,digital_delivery,true,false,SEL-001,WH-18,2023-01-02
9224,3377,37,Product_37,Electronics,4,1207.07,4563.8,264.48,0.0627,286.15,false,,warehouse,false,false,SEL-017,WH-19,2022-05-14
9225,4480,53,Product_53,Books,5,1227.8,6089.74,49.26,0.0557,339.2,true,defective,dropship,false,false,SEL-043,WH-02,2022-10-12
9226,4007,194,Product_194,Clothing,1,837.95,829.02,8.93,0.1085,89.95,false,,warehouse,false,false,SEL-033,WH-14,2022-07-26
9227,253,190,Product_190,Electronics,2,1086.29,1972.82,199.76,0.101,199.25,true,changed_mind,in_store,true,false,SEL-035,WH-12,2025-08-27
9228,4632,136,Product_136,Automotive,3,123.25,365.23,4.52,0.0564,20.6,false,,warehouse,false,false,SEL-057,WH-20,2022-01-29
9229,1415,297,Product_297,Food,3,1208.57,3514.1,111.61,0.1027,360.9,false,,in_store,true,true,SEL-059,WH-14,2023-11-17
9230,2206,269,Product_269,Food,5,12.41,59.89,2.16,0.1111,6.65,false,,in_store,true,false,SEL-016,WH-11,2024-12-22
9231,4032,248,Product_248,Sports,1,580.99,559.63,21.36,0.0584,32.68,true,wrong_item,in_store,true,true,SEL-085,WH-07,2025-06-16
9232,804,268,Product_268,Beauty,1,163.25,142.92,20.33,0.0741,10.59,false,,dropship,true,false,SEL-074,WH-12,2022-01-21
9233,1684,206,Product_206,Music,5,1257.98,6251.2,38.7,0.0563,351.94,false,,digital_delivery,true,false,SEL-069,WH-11,2023-03-03
9234,2193,126,Product_126,Home & Garden,3,72.18,212.46,4.08,0.0849,18.04,true,changed_mind,in_store,false,true,SEL-054,WH-05,2023-03-01
9235,4522,436,Product_436,Food,4,1365.72,5265.56,197.32,0.1139,599.75,true,arrived_late,in_store,true,false,SEL-057,WH-18,2022-03-30
9236,2477,267,Product_267,Beauty,2,379.95,734.65,25.25,0.1132,83.16,true,changed_mind,dropship,true,false,SEL-076,WH-01,2024-05-06
9237,4988,88,Product_88,Toys,2,1401.08,2412.21,389.95,0.1049,253.04,true,changed_mind,in_store,false,false,SEL-001,WH-08,2023-05-31
9238,1305,242,Product_242,Beauty,3,762.66,2135.64,152.34,0.0515,109.99,false,,digital_delivery,true,true,SEL-035,WH-02,2022-02-14
9239,2622,157,Product_157,Clothing,4,700.31,2604.02,197.22,0.0778,202.59,false,,dropship,true,true,SEL-082,WH-01,2024-06-19
9240,3377,127,Product_127,Music,5,680.57,3283.25,119.6,0.072,236.39,true,wrong_item,in_store,false,false,SEL-024,WH-09,2022-07-12
9241,405,241,Product_241,Home & Garden,1,1259.91,912.81,347.1,0.1034,94.38,true,arrived_late,dropship,true,true,SEL-049,WH-07,2025-08-02
9242,4033,441,Product_441,Music,3,93.83,276.63,4.86,0.0809,22.38,false,,warehouse,true,true,SEL-045,WH-06,2022-06-08
9243,819,308,Product_308,Books,1,614.94,590.66,24.28,0.0548,32.37,false,,warehouse,false,false,SEL-007,WH-10,2025-11-09
9244,4280,260,Product_260,Sports,5,146.31,720.68,10.87,0.104,74.95,true,wrong_item,warehouse,false,false,SEL-027,WH-17,2025-02-17
9245,3481,267,Product_267,Food,2,1126.33,2027.62,225.04,0.086,174.38,false,,dropship,false,true,SEL-080,WH-01,2023-05-02
9246,1417,255,Product_255,Home & Garden,2,1101.59,1924.39,278.79,0.0597,114.89,false,,digital_delivery,true,true,SEL-043,WH-02,2022-04-18
9247,3106,314,Product_314,Electronics,4,891.29,3343.7,221.46,0.088,294.25,false,,dropship,false,false,SEL-073,WH-13,2024-12-12
9248,2762,338,Product_338,Beauty,1,880.84,711.03,169.81,0.0545,38.75,true,changed_mind,dropship,true,false,SEL-074,WH-04,2024-01-30
9249,462,374,Product_374,Toys,1,734.8,706.83,27.97,0.0582,41.14,false,,dropship,true,true,SEL-096,WH-02,2024-12-22
9250,3974,158,Product_158,Food,5,314.27,1490.1,81.25,0.114,169.87,false,,digital_delivery,true,false,SEL-073,WH-01,2023-11-03
9251,1788,138,Product_138,Electronics,3,613.23,1702.44,137.25,0.1147,195.27,false,,warehouse,false,true,SEL-063,WH-02,2022-06-19
9252,2368,64,Product_64,Food,5,1476.7,7194.38,189.12,0.0722,519.43,false,,digital_delivery,false,false,SEL-030,WH-05,2022-07-29
9253,988,465,Product_465,Sports,4,1173.98,4686.59,9.33,0.0644,301.82,true,,dropship,true,true,SEL-088,WH-05,2025-02-10
9254,652,459,Product_459,Clothing,1,399.82,316.02,83.8,0.0862,27.24,false,,dropship,true,true,SEL-036,WH-13,2022-08-24
9255,4895,115,Product_115,Beauty,1,578.04,532.82,45.22,0.1181,62.93,false,,digital_delivery,true,false,SEL-084,WH-05,2023-07-09
9256,2105,453,Product_453,Sports,3,955.75,2699.24,168.01,0.0814,219.72,true,changed_mind,dropship,false,true,SEL-094,WH-01,2024-11-08
9257,2705,98,Product_98,Food,2,124.58,248.45,0.71,0.0941,23.38,false,,digital_delivery,true,true,SEL-044,WH-10,2023-10-18
9258,1829,124,Product_124,Automotive,3,660.37,1870.22,110.89,0.1095,204.79,false,,digital_delivery,false,false,SEL-051,WH-20,2025-03-23
9259,46,292,Product_292,Music,3,1420.75,4231.21,31.04,0.0939,397.31,false,,digital_delivery,true,false,SEL-047,WH-16,2024-07-16
9260,2343,369,Product_369,Toys,5,317.27,1550.44,35.91,0.0842,130.55,false,,dropship,true,false,SEL-051,WH-15,2023-07-15
9261,551,64,Product_64,Electronics,3,1157.97,3285.8,188.11,0.1004,329.89,false,,dropship,true,true,SEL-019,WH-07,2024-06-11
9262,2943,380,Product_380,Electronics,5,1235.79,6089.06,89.89,0.0695,423.19,true,changed_mind,dropship,true,true,SEL-062,WH-19,2025-12-21
9263,1397,173,Product_173,Music,4,1414.56,5632.59,25.65,0.0556,313.17,true,changed_mind,digital_delivery,false,true,SEL-066,WH-07,2025-09-26
9264,3413,288,Product_288,Food,4,238.98,922.17,33.75,0.0609,56.16,false,,in_store,true,false,SEL-080,WH-03,2025-10-21
9265,3495,330,Product_330,Home & Garden,2,1130.26,2049.61,210.91,0.0851,174.42,false,,dropship,false,false,SEL-072,WH-17,2023-09-16
9266,2851,473,Product_473,Books,1,568.38,460.94,107.44,0.0567,26.14,false,,warehouse,false,false,SEL-027,WH-03,2023-06-10
9267,1516,219,Product_219,Music,1,240.73,224.86,15.87,0.0949,21.34,false,,in_store,true,false,SEL-074,WH-16,2023-01-14
9268,4380,34,Product_34,Toys,2,1271.64,2401.09,142.19,0.0675,162.07,false,,in_store,false,true,SEL-056,WH-14,2022-08-13
9269,1043,319,Product_319,Home & Garden,5,692.13,3376.7,83.95,0.0553,186.73,true,arrived_late,warehouse,true,true,SEL-056,WH-14,2025-10-26
9270,1044,67,Product_67,Books,5,762.08,3670.12,140.28,0.064,234.89,true,not_as_described,dropship,false,false,SEL-082,WH-02,2024-07-07
9271,2026,444,Product_444,Books,1,416.92,389.51,27.41,0.0965,37.59,true,defective,in_store,true,true,SEL-097,WH-10,2024-02-02
9272,1061,39,Product_39,Toys,3,1120.98,3108.33,254.61,0.0942,292.8,false,,digital_delivery,false,false,SEL-033,WH-12,2025-12-09
9273,3964,169,Product_169,Home & Garden,3,1267.35,3477.5,324.55,0.1066,370.7,true,defective,dropship,false,true,SEL-068,WH-03,2024-10-21
9274,2161,243,Product_243,Electronics,1,861.09,819.02,42.07,0.1132,92.71,false,,dropship,true,true,SEL-082,WH-13,2025-02-18
9275,4196,410,Product_410,Clothing,1,1450.49,1145.08,305.41,0.0617,70.65,true,not_as_described,dropship,true,false,SEL-047,WH-05,2024-01-30
9276,4688,225,Product_225,Automotive,4,230.15,853.0,67.6,0.0667,56.9,true,not_as_described,in_store,false,true,SEL-093,WH-01,2023-03-27
9277,4080,458,Product_458,Beauty,3,104.04,308.03,4.09,0.0728,22.42,false,,in_store,true,true,SEL-074,WH-08,2025-04-12
9278,736,322,Product_322,Music,1,1435.45,1234.01,201.44,0.0709,87.49,true,wrong_item,in_store,true,false,SEL-031,WH-16,2022-04-20
9279,4716,48,Product_48,Electronics,4,1442.78,5594.36,176.76,0.0799,446.99,true,wrong_item,warehouse,false,true,SEL-046,WH-18,2024-12-17
9280,496,305,Product_305,Automotive,4,810.36,3023.78,217.66,0.1032,312.05,true,arrived_late,in_store,true,true,SEL-031,WH-12,2024-03-06
9281,1662,418,Product_418,Books,5,1497.22,7388.7,97.4,0.0844,623.61,false,,dropship,false,false,SEL-084,WH-04,2023-04-24
9282,3592,141,Product_141,Books,5,1200.36,5658.01,343.79,0.0735,415.86,true,changed_mind,warehouse,true,false,SEL-002,WH-06,2025-06-02
9283,2454,486,Product_486,Home & Garden,1,795.54,681.85,113.69,0.0645,43.98,true,changed_mind,in_store,true,true,SEL-100,WH-14,2022-11-05
9284,1739,237,Product_237,Sports,4,203.06,760.58,51.66,0.058,44.11,true,,warehouse,false,false,SEL-094,WH-06,2022-06-18
9285,708,9,Product_9,Toys,1,833.65,769.68,63.97,0.1048,80.66,false,,warehouse,true,false,SEL-043,WH-02,2022-05-06
9286,525,46,Product_46,Food,5,1118.91,5441.84,152.71,0.1174,638.87,true,wrong_item,warehouse,true,false,SEL-036,WH-13,2022-01-24
9287,1563,462,Product_462,Home & Garden,5,717.53,3509.88,77.77,0.0688,241.48,true,changed_mind,in_store,false,false,SEL-040,WH-12,2022-11-06
9288,3349,292,Product_292,Books,2,1079.52,1855.81,303.23,0.1069,198.39,true,arrived_late,digital_delivery,false,false,SEL-072,WH-11,2022-11-25
9289,4829,301,Product_301,Home & Garden,5,142.61,690.29,22.76,0.0543,37.48,true,wrong_item,warehouse,true,false,SEL-041,WH-20,2022-07-17
9290,1526,1,Product_1,Food,1,371.46,367.27,4.19,0.0571,20.97,true,wrong_item,digital_delivery,true,false,SEL-087,WH-06,2025-03-16
9291,171,14,Product_14,Electronics,4,319.69,1238.95,39.81,0.085,105.31,true,changed_mind,in_store,true,true,SEL-018,WH-03,2023-01-09
9292,376,77,Product_77,Food,4,886.74,3406.63,140.33,0.102,347.48,true,arrived_late,dropship,true,false,SEL-096,WH-10,2025-01-26
9293,539,156,Product_156,Home & Garden,2,291.69,524.06,59.32,0.1099,57.59,true,,warehouse,false,false,SEL-062,WH-19,2023-05-23
9294,4043,47,Product_47,Beauty,4,676.41,2547.49,158.15,0.0898,228.76,true,defective,digital_delivery,true,false,SEL-002,WH-17,2024-07-19
9295,4883,310,Product_310,Toys,4,755.15,3009.87,10.73,0.084,252.83,true,changed_mind,warehouse,false,false,SEL-085,WH-01,2023-06-16
9296,196,235,Product_235,Music,2,1242.79,2385.52,100.06,0.0558,133.11,true,defective,dropship,false,true,SEL-007,WH-09,2023-03-25
9297,3062,156,Product_156,Home & Garden,2,1043.29,1785.66,300.92,0.0562,100.35,false,,in_store,false,false,SEL-085,WH-07,2025-04-08
9298,4112,313,Product_313,Home & Garden,1,196.39,182.51,13.88,0.0972,17.74,false,,warehouse,true,false,SEL-012,WH-02,2022-05-22
9299,2446,171,Product_171,Clothing,4,56.16,209.54,15.1,0.0775,16.24,false,,dropship,true,false,SEL-074,WH-20,2022-01-09
9300,496,84,Product_84,Sports,5,846.97,3982.84,252.01,0.1085,432.14,false,,in_store,false,false,SEL-082,WH-03,2022-12-02
9301,2546,196,Product_196,Electronics,1,369.32,362.09,7.23,0.0742,26.87,true,wrong_item,warehouse,false,true,SEL-012,WH-03,2023-08-10
9302,3421,409,Product_409,Books,2,340.22,643.05,37.39,0.1088,69.96,true,defective,warehouse,false,false,SEL-092,WH-01,2022-03-03
9303,4432,88,Product_88,Electronics,5,923.73,4448.35,170.3,0.0748,332.74,true,arrived_late,in_store,true,true,SEL-009,WH-09,2024-12-03
9304,2715,169,Product_169,Clothing,2,1051.76,1866.15,237.37,0.0657,122.61,true,wrong_item,dropship,false,true,SEL-039,WH-20,2025-07-29
9305,2154,345,Product_345,Sports,1,1003.35,967.95,35.4,0.0726,70.27,true,defective,warehouse,false,true,SEL-041,WH-01,2023-02-18
9306,2411,351,Product_351,Toys,5,233.25,1140.28,25.97,0.0932,106.27,false,,in_store,true,true,SEL-017,WH-02,2023-06-23
9307,3077,31,Product_31,Food,2,1216.86,2351.42,82.3,0.1085,255.13,true,defective,digital_delivery,false,false,SEL-088,WH-17,2024-09-23
9308,597,266,Product_266,Automotive,1,427.22,371.39,55.83,0.0763,28.34,true,,in_store,false,true,SEL-005,WH-15,2023-10-13
9309,4324,140,Product_140,Books,3,1141.58,3128.59,296.15,0.0703,219.94,false,,digital_delivery,true,false,SEL-093,WH-13,2022-11-13
9310,1014,79,Product_79,Electronics,2,91.73,172.25,11.21,0.0791,13.62,true,,dropship,true,false,SEL-040,WH-02,2024-08-28
9311,3665,451,Product_451,Automotive,5,147.28,733.01,3.39,0.0558,40.9,false,,dropship,false,true,SEL-034,WH-06,2024-03-27
9312,4133,46,Product_46,Beauty,2,898.44,1558.55,238.33,0.1186,184.84,true,not_as_described,dropship,false,false,SEL-047,WH-17,2025-06-20
9313,4143,251,Product_251,Electronics,1,767.06,723.52,43.54,0.0772,55.86,false,,warehouse,false,true,SEL-071,WH-17,2025-11-14
9314,2014,212,Product_212,Books,1,645.02,638.61,6.41,0.0755,48.22,false,,digital_delivery,false,false,SEL-079,WH-03,2025-11-08
9315,1410,352,Product_352,Sports,4,1192.79,4659.94,111.22,0.0931,433.84,false,,warehouse,false,true,SEL-002,WH-08,2023-05-30
9316,1428,499,Product_499,Books,5,256.92,1270.06,14.54,0.0618,78.49,false,,in_store,true,true,SEL-004,WH-15,2024-04-18
9317,2200,362,Product_362,Automotive,4,1292.75,5120.45,50.55,0.0704,360.48,false,,in_store,false,false,SEL-032,WH-01,2022-05-27
9318,262,261,Product_261,Home & Garden,4,888.09,3291.92,260.44,0.0892,293.64,false,,dropship,false,false,SEL-066,WH-20,2025-09-09
9319,401,488,Product_488,Automotive,5,1136.02,5475.93,204.17,0.0677,370.72,false,,warehouse,true,true,SEL-012,WH-18,2024-04-17
9320,2546,406,Product_406,Electronics,3,1304.28,3725.86,186.98,0.0835,311.11,true,changed_mind,in_store,true,false,SEL-050,WH-08,2023-02-18
9321,292,368,Product_368,Sports,3,876.13,2394.73,233.66,0.0511,122.37,true,not_as_described,digital_delivery,false,true,SEL-050,WH-02,2025-06-06
9322,249,309,Product_309,Toys,5,1472.04,7314.39,45.81,0.0721,527.37,true,arrived_late,dropship,true,false,SEL-082,WH-08,2023-07-26
9323,3958,179,Product_179,Home & Garden,5,1180.2,5650.88,250.12,0.0856,483.72,true,arrived_late,digital_delivery,true,false,SEL-097,WH-07,2023-04-12
9324,3273,248,Product_248,Clothing,3,470.33,1277.75,133.24,0.0777,99.28,true,changed_mind,warehouse,false,false,SEL-090,WH-17,2023-10-22
9325,3367,72,Product_72,Food,1,418.36,404.42,13.94,0.0634,25.64,true,not_as_described,dropship,false,false,SEL-013,WH-12,2025-01-05
9326,4615,248,Product_248,Sports,3,1045.14,2836.68,298.74,0.072,204.24,true,changed_mind,dropship,false,true,SEL-043,WH-15,2023-09-07
9327,2372,448,Product_448,Beauty,1,1478.28,1170.83,307.45,0.0678,79.38,false,,warehouse,true,false,SEL-038,WH-20,2024-03-05
9328,4119,261,Product_261,Beauty,4,604.89,2313.09,106.47,0.0832,192.45,true,arrived_late,in_store,false,true,SEL-081,WH-03,2022-12-25
9329,929,412,Product_412,Music,3,588.66,1746.77,19.21,0.0635,110.92,true,defective,warehouse,false,true,SEL-057,WH-14,2025-08-18
9330,4541,414,Product_414,Food,5,278.68,1368.61,24.79,0.0525,71.85,false,,dropship,false,true,SEL-100,WH-09,2023-09-15
9331,2164,67,Product_67,Electronics,5,73.19,364.86,1.09,0.0692,25.25,false,,dropship,true,true,SEL-026,WH-15,2024-01-04
9332,4341,409,Product_409,Beauty,5,555.64,2774.6,3.6,0.0941,261.09,true,,dropship,true,true,SEL-095,WH-05,2024-09-02
9333,4275,8,Product_8,Electronics,5,700.02,3410.0,90.1,0.081,276.21,true,not_as_described,in_store,true,true,SEL-015,WH-13,2022-05-17
9334,2788,492,Product_492,Books,2,307.68,538.88,76.48,0.073,39.34,true,arrived_late,digital_delivery,false,false,SEL-087,WH-08,2025-01-21
9335,4167,224,Product_224,Food,4,658.99,2457.24,178.72,0.0668,164.14,true,not_as_described,warehouse,true,true,SEL-020,WH-18,2024-05-29
9336,1832,79,Product_79,Automotive,2,1039.77,1909.64,169.9,0.1048,200.13,false,,warehouse,false,false,SEL-042,WH-14,2023-08-23
9337,888,205,Product_205,Automotive,5,165.36,800.63,26.17,0.0992,79.42,true,changed_mind,digital_delivery,false,false,SEL-053,WH-08,2022-05-10
9338,221,405,Product_405,Toys,1,1047.33,833.73,213.6,0.1132,94.38,false,,in_store,false,true,SEL-084,WH-15,2025-10-05
9339,1018,476,Product_476,Beauty,1,773.55,709.67,63.88,0.1187,84.24,true,not_as_described,in_store,true,true,SEL-058,WH-17,2023-01-09
9340,3578,133,Product_133,Toys,5,1136.54,5613.65,69.05,0.098,550.14,true,wrong_item,digital_delivery,false,true,SEL-023,WH-17,2024-06-01
9341,4987,5,Product_5,Electronics,2,944.02,1684.91,203.13,0.1151,193.93,true,,in_store,false,true,SEL-055,WH-16,2025-08-01
9342,3674,159,Product_159,Electronics,4,1208.33,4687.71,145.61,0.1127,528.3,true,not_as_described,in_store,false,false,SEL-089,WH-08,2023-07-17
9343,1565,292,Product_292,Toys,5,419.22,2066.68,29.42,0.097,200.47,true,wrong_item,in_store,true,true,SEL-061,WH-18,2022-09-25
9344,3786,47,Product_47,Electronics,4,967.77,3782.64,88.44,0.0635,240.2,false,,dropship,true,true,SEL-075,WH-17,2024-06-06
9345,1163,144,Product_144,Home & Garden,3,1149.11,3178.62,268.71,0.1039,330.26,true,changed_mind,digital_delivery,false,false,SEL-010,WH-11,2022-05-08
9346,1244,218,Product_218,Home & Garden,3,752.77,2043.19,215.12,0.1107,226.18,true,wrong_item,in_store,true,false,SEL-008,WH-07,2023-09-24
9347,3777,258,Product_258,Beauty,1,784.31,721.25,63.06,0.0842,60.73,true,changed_mind,in_store,false,false,SEL-015,WH-03,2025-10-01
9348,3700,204,Product_204,Home & Garden,1,779.49,737.43,42.06,0.115,84.8,true,arrived_late,dropship,false,true,SEL-068,WH-04,2022-01-30
9349,920,27,Product_27,Music,1,607.66,538.96,68.7,0.095,51.2,true,not_as_described,in_store,true,false,SEL-092,WH-02,2025-04-06
9350,193,313,Product_313,Books,2,1188.82,2364.98,12.66,0.1141,269.84,true,arrived_late,in_store,false,false,SEL-079,WH-01,2024-10-22
9351,1432,17,Product_17,Home & Garden,5,104.8,523.19,0.81,0.0537,28.1,true,wrong_item,digital_delivery,true,false,SEL-048,WH-20,2024-07-23
9352,797,424,Product_424,Food,5,206.37,1018.56,13.29,0.0527,53.68,true,,digital_delivery,true,true,SEL-019,WH-07,2025-03-26
9353,2976,83,Product_83,Automotive,2,697.48,1325.19,69.77,0.074,98.06,false,,dropship,true,false,SEL-075,WH-14,2024-02-18
9354,1994,8,Product_8,Food,4,1125.65,4397.39,105.21,0.0607,266.92,true,,warehouse,true,false,SEL-073,WH-07,2022-06-09
9355,4667,486,Product_486,Sports,1,698.33,569.11,129.22,0.1082,61.58,false,,in_store,false,false,SEL-068,WH-20,2022-01-15
9356,3064,41,Product_41,Toys,1,796.97,684.76,112.21,0.1163,79.64,true,arrived_late,warehouse,true,true,SEL-032,WH-18,2024-12-05
9357,1789,368,Product_368,Electronics,2,469.23,797.76,140.7,0.1054,84.08,false,,dropship,false,false,SEL-058,WH-17,2024-12-12
9358,3339,206,Product_206,Food,2,220.65,396.81,44.49,0.1041,41.31,false,,dropship,false,false,SEL-094,WH-15,2024-06-09
9359,1187,372,Product_372,Sports,4,975.59,3660.87,241.49,0.0888,325.09,true,changed_mind,in_store,true,true,SEL-073,WH-12,2025-12-17
9360,815,427,Product_427,Beauty,4,1437.71,5593.95,156.89,0.1012,566.11,true,arrived_late,dropship,false,true,SEL-044,WH-16,2023-10-03
9361,461,332,Product_332,Food,3,1398.93,3805.92,390.87,0.1014,385.92,true,changed_mind,dropship,false,false,SEL-094,WH-20,2025-04-13
9362,2596,497,Product_497,Automotive,5,133.84,649.08,20.12,0.0792,51.41,false,,digital_delivery,true,true,SEL-088,WH-04,2023-05-13
9363,2133,97,Product_97,Clothing,2,1477.58,2745.57,209.59,0.0814,223.49,true,,dropship,true,false,SEL-064,WH-01,2022-03-21
9364,2543,216,Product_216,Music,5,932.89,4432.31,232.14,0.0905,401.12,true,,in_store,false,false,SEL-072,WH-07,2023-04-26
9365,2189,46,Product_46,Beauty,1,498.87,477.79,21.08,0.1041,49.74,false,,in_store,true,false,SEL-018,WH-20,2024-04-17
9366,1614,9,Product_9,Beauty,1,1389.83,1100.5,289.33,0.1129,124.25,false,,warehouse,false,false,SEL-003,WH-09,2022-08-25
9367,4486,107,Product_107,Books,5,635.29,3125.31,51.14,0.1005,314.09,true,not_as_described,warehouse,true,true,SEL-017,WH-08,2022-07-07
9368,4413,134,Product_134,Beauty,4,1136.15,4433.18,111.42,0.0739,327.61,false,,in_store,false,true,SEL-076,WH-04,2023-08-10
9369,3718,298,Product_298,Music,1,630.5,562.84,67.66,0.0532,29.94,true,defective,in_store,true,false,SEL-068,WH-18,2024-02-20
9370,1066,23,Product_23,Beauty,1,1276.48,1113.78,162.7,0.1001,111.49,true,changed_mind,in_store,false,true,SEL-033,WH-18,2025-10-24
9371,1140,33,Product_33,Books,1,195.06,137.97,57.09,0.1054,14.54,true,arrived_late,in_store,false,false,SEL-019,WH-16,2023-08-12
