order_id,user_id,order_date,status,total_amount,payment_method,shipping_type,channel,warehouse_id,coupon_code,discount_amount,tax_amount,shipping_fee,estimated_delivery,actual_delivery,num_items,is_gift,order_rating,ip_address,currency
2594,285,2024-03-18 04:39:13,pending,1706.87,debit_card,overnight,phone,WH-19,FLASH30,479.09,193.8,21.55,2024-03-29,2024-04-02,9,true,1.2,159.150.189.113,USD
2595,1417,2023-10-20 22:25:07,delivered,2250.09,paypal,overnight,web,WH-11,SUMMER20,385.73,246.07,23.23,2023-10-26,2023-10-30,4,false,4.9,229.10.253.206,USD
2596,1116,2024-09-11 06:13:59,shipped,589.6,stripe,pickup,mobile_app,WH-18,VIP25,46.33,52.17,0.09,2024-09-19,2024-09-22,6,false,,2.147.42.253,USD
2597,1971,2025-02-25 00:17:07,shipped,1216.86,debit_card,express,marketplace,WH-06,WELCOME5,206.97,105.9,3.74,2025-03-09,,9,false,4.5,113.175.138.243,USD
2598,1521,2023-08-24 14:18:57,pending,2500.04,gift_card,pickup,web,WH-02,,260.1,128.13,25.13,2023-08-31,2023-08-31,6,true,4.6,61.176.140.252,USD
2599,225,2022-02-09 09:36:25,processing,2313.94,credit_card,express,marketplace,WH-02,NEWUSER15,314.11,262.09,5.22,2022-02-21,2022-02-19,10,true,,153.181.205.157,USD
2600,1404,2025-03-30 08:05:43,delivered,917.63,paypal,standard,phone,WH-13,SAVE10,179.61,63.95,13.55,2025-04-07,2025-04-07,3,false,4.1,58.161.22.131,USD
2601,820,2025-09-09 11:26:52,shipped,690.26,paypal,standard,phone,WH-04,SAVE10,69.41,52.11,23.07,2025-09-23,2025-09-27,1,false,3.0,146.2.27.21,USD
2602,1006,2025-01-11 00:10:14,processing,1284.9,crypto,express,web,WH-12,SAVE10,31.45,94.42,15.05,2025-01-20,2025-01-22,6,true,3.6,251.93.43.175,USD
2603,1460,2023-05-19 04:36:05,pending,597.67,gift_card,pickup,web,WH-01,VIP25,32.56,31.33,18.9,2023-05-22,2023-05-27,5,true,2.0,242.23.33.132,USD
2604,551,2025-03-15 03:05:41,returned,171.72,crypto,pickup,in_store,WH-06,WELCOME5,5.07,17.28,4.21,2025-03-20,2025-03-22,7,false,2.9,141.212.193.241,USD
2605,1205,2025-09-19 11:45:50,processing,2748.89,bank_transfer,express,marketplace,WH-03,FLASH30,438.72,298.19,29.79,2025-09-27,2025-09-26,6,false,,156.234.130.141,USD
2606,87,2024-12-22 01:35:55,shipped,846.69,bank_transfer,standard,marketplace,WH-15,NEWUSER15,220.7,99.17,17.87,2025-01-03,2025-01-08,1,true,1.5,200.115.76.192,USD
2607,556,2022-12-15 02:05:45,returned,2852.05,crypto,express,marketplace,WH-19,,571.35,194.39,14.19,2022-12-28,2022-12-28,2,false,4.7,93.93.2.91,USD
2608,842,2024-09-22 21:36:22,cancelled,2128.66,crypto,overnight,marketplace,WH-12,SAVE10,409.56,208.4,18.76,2024-09-24,2024-09-26,7,false,4.1,43.239.240.174,USD
2609,1182,2022-10-17 15:24:32,returned,2855.01,paypal,pickup,in_store,WH-08,SAVE10,245.14,170.06,1.55,2022-10-29,2022-10-27,5,true,,49.184.232.250,USD
2610,980,2025-09-04 11:26:54,delivered,1668.67,bank_transfer,pickup,in_store,WH-11,WELCOME5,240.11,99.16,8.26,2025-09-07,2025-09-09,7,true,1.8,7.83.2.112,USD
2611,1253,2024-10-24 07:00:46,shipped,1768.86,bank_transfer,pickup,phone,WH-14,SUMMER20,258.71,153.99,9.49,2024-10-31,2024-10-31,5,true,1.6,195.213.11.194,USD
2612,1438,2023-09-06 05:25:29,delivered,1723.42,credit_card,standard,in_store,WH-03,SUMMER20,132.5,160.22,3.41,2023-09-20,2023-09-22,3,false,4.4,17.188.11.195,USD
2613,713,2025-04-28 09:33:01,shipped,2849.79,gift_card,pickup,phone,WH-13,NEWUSER15,844.88,239.75,9.86,2025-05-08,2025-05-07,3,true,,101.156.12.228,USD
2614,1198,2022-05-13 10:28:05,cancelled,260.9,stripe,express,web,WH-15,,48.01,20.92,22.99,2022-05-18,2022-05-18,6,true,,162.160.53.200,USD
2615,1371,2025-09-26 14:08:17,processing,2164.96,debit_card,express,mobile_app,WH-04,NEWUSER15,437.98,225.84,11.76,2025-10-06,2025-10-11,9,false,,147.238.86.137,USD
2616,823,2023-02-01 14:56:28,pending,2700.42,crypto,overnight,phone,WH-02,,465.13,289.98,25.15,2023-02-03,2023-02-01,4,true,1.2,159.157.88.132,USD
2617,970,2022-09-18 18:24:53,processing,808.8,gift_card,standard,web,WH-12,WELCOME5,15.3,45.41,2.38,2022-09-23,2022-09-28,4,true,,202.147.98.195,USD
2618,1094,2022-05-11 03:04:01,shipped,2341.04,debit_card,express,phone,WH-07,,516.41,187.41,17.51,2022-05-24,2022-05-22,8,false,4.6,48.66.56.230,USD
2619,1103,2022-08-10 18:47:06,processing,1904.97,paypal,standard,marketplace,WH-16,SUMMER20,147.3,132.09,5.62,2022-08-17,2022-08-20,4,true,1.4,185.101.6.177,USD
2620,814,2023-10-01 07:35:46,delivered,2908.48,paypal,standard,web,WH-20,WELCOME5,603.16,295.8,6.48,2023-10-04,2023-10-02,10,false,2.0,45.243.41.131,USD
2621,734,2022-07-23 01:52:08,shipped,529.96,credit_card,overnight,phone,WH-18,SAVE10,49.5,33.94,21.24,2022-08-04,,3,false,,126.50.78.190,USD
2622,708,2023-12-21 13:31:51,cancelled,2111.27,bank_transfer,pickup,marketplace,WH-08,WELCOME5,540.81,214.0,8.5,2024-01-02,2024-01-06,8,false,3.7,186.188.23.160,USD
2623,1231,2022-07-13 21:31:01,delivered,1355.36,stripe,express,in_store,WH-11,NEWUSER15,376.66,112.05,12.93,2022-07-15,2022-07-18,10,false,,68.224.30.214,USD
2624,1639,2023-06-28 07:34:22,returned,638.05,credit_card,pickup,in_store,WH-03,WELCOME5,71.89,49.59,0.99,2023-07-12,2023-07-14,9,false,2.0,200.148.108.232,USD
2625,1119,2023-12-16 04:21:03,pending,591.65,crypto,express,in_store,WH-20,VIP25,69.85,63.97,22.1,2023-12-27,2023-12-31,2,true,3.7,183.23.185.98,USD
2626,1791,2024-01-02 20:22:09,cancelled,1112.44,bank_transfer,express,marketplace,WH-12,NEWUSER15,232.75,105.57,26.77,2024-01-14,2024-01-12,10,true,,117.158.239.122,USD
2627,467,2025-03-07 01:19:48,processing,2258.27,debit_card,express,web,WH-09,SAVE10,511.29,189.62,17.05,2025-03-17,2025-03-15,2,true,2.6,26.254.169.216,USD
2628,1829,2022-10-03 21:00:53,pending,2727.78,gift_card,standard,web,WH-06,SUMMER20,197.8,188.06,0.31,2022-10-09,2022-10-11,1,false,4.5,229.200.101.236,USD
2629,1906,2025-05-29 10:51:36,pending,1362.17,bank_transfer,express,phone,WH-07,SAVE10,234.57,135.39,12.32,2025-06-01,2025-06-02,6,false,,152.124.240.193,USD
2630,746,2024-01-10 17:59:01,delivered,1427.93,paypal,standard,in_store,WH-20,SAVE10,257.47,119.74,20.48,2024-01-23,2024-01-22,3,false,4.6,187.208.208.237,USD
2631,222,2022-01-12 08:57:03,delivered,190.44,gift_card,express,web,WH-14,NEWUSER15,32.88,17.57,0.59,2022-01-18,,2,false,2.0,23.1.216.44,USD
2632,1551,2022-03-03 04:54:06,pending,251.29,credit_card,standard,web,WH-13,,52.84,17.37,3.4,2022-03-17,2022-03-18,5,true,1.9,60.1.191.254,USD
2633,1088,2023-06-03 01:30:56,processing,1757.05,gift_card,express,mobile_app,WH-05,NEWUSER15,117.98,93.25,3.45,2023-06-09,2023-06-12,2,false,4.7,254.216.85.11,USD
2634,1233,2025-10-18 13:31:52,cancelled,1627.36,crypto,standard,in_store,WH-11,NEWUSER15,59.16,153.65,21.59,2025-10-20,2025-10-23,7,false,4.0,126.30.66.162,USD
2635,431,2023-07-04 06:01:25,cancelled,228.99,paypal,express,phone,WH-11,NEWUSER15,0.92,15.91,21.42,2023-07-17,2023-07-20,9,false,,185.140.195.100,USD
2636,1269,2024-01-21 00:30:49,shipped,2464.05,gift_card,free,web,WH-17,SUMMER20,189.81,256.97,0.88,2024-01-30,2024-01-29,2,true,4.6,43.5.95.68,USD
2637,77,2023-02-21 13:57:36,returned,1528.94,gift_card,express,web,WH-10,VIP25,355.89,113.91,21.7,2023-03-01,2023-03-01,6,false,1.9,10.242.122.122,USD
2638,1152,2025-08-07 08:03:56,shipped,2847.74,stripe,free,in_store,WH-01,SUMMER20,750.98,310.02,8.55,2025-08-18,2025-08-21,8,false,4.4,128.96.126.68,USD
2639,1641,2023-02-19 11:00:43,delivered,1959.78,crypto,pickup,in_store,WH-05,VIP25,125.69,131.74,24.0,2023-03-05,2023-03-05,4,true,4.7,211.121.169.76,USD
2640,82,2023-05-02 12:26:59,processing,1894.08,stripe,standard,mobile_app,WH-17,,269.82,226.22,23.6,2023-05-09,2023-05-10,3,false,,47.4.173.200,USD
2641,110,2022-07-23 12:05:39,processing,1643.45,bank_transfer,overnight,mobile_app,WH-05,VIP25,323.91,110.15,8.54,2022-07-25,2022-07-29,3,false,2.3,33.152.56.38,USD
2642,880,2023-12-15 03:14:07,cancelled,781.53,crypto,standard,phone,WH-07,,77.49,47.43,20.65,2023-12-25,2023-12-23,8,true,4.4,112.6.226.21,USD
2643,1457,2025-07-30 04:47:52,processing,391.69,stripe,pickup,web,WH-12,WELCOME5,108.32,39.38,22.82,2025-08-07,,7,false,,183.91.178.135,USD
2644,568,2024-06-25 22:40:11,processing,1689.12,credit_card,pickup,marketplace,WH-08,FLASH30,180.93,126.41,29.98,2024-07-07,2024-07-06,1,false,3.8,58.93.95.48,USD
2645,473,2022-05-26 07:15:18,cancelled,691.03,paypal,standard,in_store,WH-09,WELCOME5,179.71,50.6,21.63,2022-05-30,2022-06-02,1,false,,168.12.27.13,USD
2646,161,2023-09-23 09:31:05,cancelled,1988.24,debit_card,pickup,phone,WH-02,NEWUSER15,88.17,107.55,1.44,2023-10-05,2023-10-04,10,true,3.1,49.28.46.95,USD
2647,859,2024-12-16 15:57:34,cancelled,2210.99,bank_transfer,pickup,marketplace,WH-19,SAVE10,47.72,151.48,4.56,2024-12-24,2024-12-26,1,false,,176.32.27.235,USD
2648,1015,2025-07-08 18:02:57,processing,2551.11,stripe,free,phone,WH-12,VIP25,503.07,184.79,4.54,2025-07-11,2025-07-13,2,false,2.5,208.145.208.47,USD
2649,1943,2023-07-13 10:20:21,delivered,752.98,debit_card,overnight,marketplace,WH-06,FLASH30,34.97,89.1,7.99,2023-07-20,2023-07-22,8,false,2.3,169.27.133.236,USD
2650,937,2023-05-25 09:29:22,shipped,508.82,bank_transfer,overnight,mobile_app,WH-05,SUMMER20,85.67,56.79,5.4,2023-05-28,2023-05-28,7,true,,21.110.223.115,USD
2651,269,2022-03-23 03:45:31,processing,1651.54,debit_card,free,in_store,WH-20,,358.09,142.24,15.54,2022-04-05,2022-04-09,2,false,3.1,4.200.190.107,USD
2652,1830,2023-11-10 04:25:57,cancelled,1878.27,debit_card,express,marketplace,WH-09,,144.97,136.85,0.95,2023-11-17,2023-11-17,10,false,2.3,43.29.234.156,USD
2653,1047,2023-06-22 08:09:45,delivered,2213.12,bank_transfer,free,in_store,WH-08,FLASH30,490.52,207.68,10.19,2023-07-04,2023-07-05,9,false,2.2,119.253.55.99,USD
2654,1996,2023-06-14 11:23:45,pending,1712.37,gift_card,overnight,marketplace,WH-14,SUMMER20,88.02,173.79,12.93,2023-06-17,2023-06-18,2,true,2.5,228.69.181.239,USD
2655,1034,2025-11-30 01:41:22,delivered,1413.93,stripe,free,in_store,WH-12,VIP25,385.2,156.61,16.69,2025-12-04,2025-12-06,1,false,1.0,9.91.108.12,USD
2656,1911,2025-12-02 02:02:25,shipped,501.29,bank_transfer,standard,marketplace,WH-02,SUMMER20,8.77,50.19,27.54,2025-12-12,2025-12-12,9,true,4.0,132.3.89.173,USD
2657,455,2023-02-23 02:03:05,processing,1265.06,credit_card,pickup,marketplace,WH-11,VIP25,10.79,131.31,6.07,2023-03-01,2023-03-02,1,false,1.0,192.163.47.60,USD
2658,1957,2025-09-12 10:49:14,delivered,2765.85,credit_card,pickup,marketplace,WH-16,VIP25,257.14,238.54,15.79,2025-09-26,2025-09-30,4,true,2.3,183.169.195.102,USD
2659,698,2023-03-30 21:04:28,cancelled,2800.53,gift_card,pickup,web,WH-03,NEWUSER15,370.45,221.09,1.78,2023-04-11,,1,true,4.5,91.132.127.91,USD
2660,214,2023-02-02 19:05:17,returned,1190.07,paypal,standard,mobile_app,WH-09,SUMMER20,338.93,142.73,9.45,2023-02-04,,6,true,3.5,186.145.93.187,USD
2661,1640,2025-01-11 18:43:56,cancelled,2638.17,crypto,express,in_store,WH-08,VIP25,2.55,299.98,13.83,2025-01-22,2025-01-23,6,true,,82.201.133.189,USD
2662,1743,2025-08-29 22:11:26,cancelled,2946.47,bank_transfer,express,marketplace,WH-15,SUMMER20,82.66,214.35,3.32,2025-09-02,2025-09-06,5,false,,160.253.203.141,USD
2663,1287,2025-04-23 18:28:38,delivered,1200.67,paypal,standard,mobile_app,WH-16,WELCOME5,195.31,65.14,20.42,2025-05-01,2025-05-02,1,false,1.8,165.213.49.221,USD
2664,798,2022-09-12 00:53:39,cancelled,2291.46,crypto,pickup,web,WH-03,NEWUSER15,65.38,162.01,2.13,2022-09-21,2022-09-23,6,false,3.1,27.123.61.167,USD
2665,565,2024-12-24 23:27:36,pending,2254.69,crypto,pickup,phone,WH-02,NEWUSER15,197.16,142.02,2.21,2025-01-04,,4,true,,163.190.11.40,USD
2666,1308,2022-03-03 08:04:14,processing,2295.11,gift_card,standard,mobile_app,WH-17,NEWUSER15,443.21,149.62,18.22,2022-03-10,,7,true,,141.148.143.31,USD
2667,1743,2025-08-10 23:44:17,processing,1688.28,stripe,pickup,mobile_app,WH-03,VIP25,366.27,155.83,6.94,2025-08-20,2025-08-18,1,true,3.0,44.203.216.250,USD
2668,529,2025-05-03 09:50:04,processing,322.78,debit_card,overnight,in_store,WH-07,VIP25,57.08,18.34,19.14,2025-05-15,2025-05-15,6,false,1.4,47.163.28.5,USD
2669,766,2023-07-28 12:18:40,processing,1629.58,credit_card,overnight,mobile_app,WH-15,,432.43,149.99,3.26,2023-08-08,2023-08-07,1,true,4.5,65.65.186.18,USD
2670,1096,2024-09-18 00:22:16,returned,828.47,gift_card,standard,in_store,WH-12,VIP25,191.01,82.48,6.31,2024-10-01,,6,false,2.1,143.96.213.78,USD
2671,544,2023-05-07 10:13:57,pending,439.99,crypto,free,mobile_app,WH-18,FLASH30,37.66,33.24,14.25,2023-05-21,2023-05-20,4,false,1.4,71.137.56.96,USD
2672,1763,2024-01-30 11:00:20,processing,2269.68,gift_card,free,mobile_app,WH-08,VIP25,149.82,123.95,8.98,2024-02-13,2024-02-11,9,true,,54.36.158.216,USD
2673,837,2022-05-09 13:52:02,returned,1783.95,paypal,pickup,web,WH-01,VIP25,130.32,91.74,3.95,2022-05-18,2022-05-22,5,true,4.4,190.244.230.122,USD
2674,542,2023-04-20 01:08:15,delivered,221.51,stripe,free,mobile_app,WH-20,FLASH30,6.02,11.72,14.0,2023-05-03,2023-05-01,9,true,3.4,151.213.152.119,USD
2675,1048,2024-03-17 01:59:24,processing,575.13,stripe,standard,mobile_app,WH-20,,87.99,59.72,5.75,2024-03-29,,8,true,2.4,6.89.172.31,USD
2676,317,2023-12-25 07:44:50,processing,203.22,paypal,pickup,marketplace,WH-05,NEWUSER15,32.31,11.01,17.56,2024-01-04,2024-01-06,5,false,2.6,35.51.71.55,USD
2677,119,2023-04-22 03:09:10,shipped,138.07,debit_card,overnight,web,WH-12,SUMMER20,36.24,8.13,22.01,2023-04-26,2023-04-30,10,false,1.1,117.158.182.181,USD
2678,1177,2023-06-03 10:25:35,cancelled,2452.41,debit_card,standard,web,WH-14,SAVE10,52.19,215.8,29.54,2023-06-05,2023-06-03,9,false,,127.3.225.31,USD
2679,1734,2023-09-12 11:06:14,returned,2321.9,stripe,express,web,WH-16,VIP25,566.92,156.92,15.72,2023-09-24,2023-09-26,3,false,3.7,166.185.250.23,USD
2680,1164,2024-01-10 00:21:45,returned,660.21,paypal,free,phone,WH-20,VIP25,22.09,62.63,2.82,2024-01-12,2024-01-14,10,false,3.5,130.225.105.67,USD
2681,1728,2024-12-02 13:46:42,delivered,1820.47,crypto,express,mobile_app,WH-09,VIP25,272.05,140.77,16.12,2024-12-16,2024-12-18,3,true,4.3,32.110.102.64,USD
2682,443,2025-10-08 11:56:05,cancelled,297.7,bank_transfer,pickup,marketplace,WH-07,SUMMER20,53.47,19.48,14.24,2025-10-16,,10,false,2.0,79.166.68.135,USD
2683,697,2022-11-09 10:43:34,cancelled,371.04,gift_card,pickup,phone,WH-01,SUMMER20,15.44,38.4,14.93,2022-11-22,2022-11-21,7,false,,179.198.77.187,USD
2684,38,2025-06-16 17:06:06,processing,170.98,stripe,express,web,WH-13,WELCOME5,39.41,11.85,28.99,2025-06-19,2025-06-24,1,true,2.1,18.86.119.119,USD
2685,1592,2023-10-17 05:57:54,processing,270.98,crypto,standard,web,WH-13,WELCOME5,37.56,32.46,24.05,2023-10-24,2023-10-23,4,false,4.1,192.95.226.36,USD
2686,1160,2025-02-15 03:53:43,cancelled,2562.67,debit_card,free,marketplace,WH-04,,330.52,244.31,9.26,2025-02-20,2025-02-25,1,true,,191.96.157.217,USD
2687,1783,2024-02-15 17:53:47,delivered,2386.25,paypal,express,web,WH-09,SUMMER20,629.99,261.1,15.22,2024-02-17,2024-02-15,5,false,4.3,196.207.155.111,USD
2688,1911,2024-10-10 03:55:42,returned,1873.83,credit_card,standard,web,WH-06,VIP25,522.11,153.6,24.58,2024-10-13,2024-10-16,8,true,2.6,6.36.76.51,USD
2689,142,2025-08-20 02:12:57,processing,1673.15,stripe,overnight,marketplace,WH-10,NEWUSER15,41.96,87.93,18.38,2025-08-24,2025-08-27,4,true,,46.143.31.165,USD
2690,833,2022-10-13 21:11:05,returned,1998.12,gift_card,free,marketplace,WH-12,NEWUSER15,229.97,216.66,21.77,2022-10-21,2022-10-26,2,false,,204.147.248.77,USD
2691,691,2022-09-12 05:26:23,delivered,1559.85,stripe,pickup,web,WH-19,SAVE10,453.82,147.82,9.58,2022-09-14,2022-09-15,4,true,3.5,220.119.225.50,USD
2692,744,2023-06-20 04:30:33,processing,1620.75,gift_card,free,in_store,WH-14,FLASH30,282.98,131.73,28.11,2023-06-30,2023-07-05,3,false,3.3,63.148.217.211,USD
2693,1450,2024-02-20 18:16:04,pending,839.18,debit_card,overnight,web,WH-08,VIP25,9.11,60.51,14.59,2024-03-01,2024-03-02,10,false,,12.121.170.52,USD
2694,1319,2024-01-27 01:24:18,processing,1388.34,bank_transfer,pickup,web,WH-16,SAVE10,142.47,74.06,2.2,2024-02-08,2024-02-12,5,true,1.2,139.58.230.242,USD
2695,1780,2025-01-04 22:38:06,shipped,166.26,debit_card,pickup,marketplace,WH-07,WELCOME5,2.42,14.05,9.11,2025-01-07,2025-01-06,3,true,,59.218.200.171,USD
2696,668,2024-02-04 22:52:50,delivered,963.76,gift_card,free,mobile_app,WH-01,SUMMER20,129.62,65.4,8.8,2024-02-14,2024-02-19,5,true,,146.55.71.249,USD
2697,676,2022-11-21 03:56:54,processing,57.76,bank_transfer,overnight,web,WH-08,VIP25,10.65,4.38,17.34,2022-11-29,2022-12-04,9,false,3.8,69.54.50.109,USD
2698,806,2023-07-05 08:45:06,returned,2767.98,debit_card,standard,phone,WH-06,SUMMER20,429.21,262.24,2.16,2023-07-18,2023-07-16,10,false,2.8,244.141.239.88,USD
2699,916,2024-04-14 12:25:53,shipped,1610.11,crypto,free,mobile_app,WH-14,VIP25,101.81,132.07,16.8,2024-04-16,2024-04-14,9,false,1.3,211.229.230.38,USD
2700,1032,2025-11-03 05:17:18,shipped,2048.5,credit_card,standard,phone,WH-12,NEWUSER15,451.12,159.08,2.39,2025-11-14,2025-11-16,4,false,4.0,237.161.233.233,USD
2701,900,2023-01-16 23:45:40,cancelled,1570.32,crypto,pickup,mobile_app,WH-04,WELCOME5,397.44,165.4,4.15,2023-01-24,2023-01-25,4,false,4.4,46.62.236.194,USD
2702,1783,2022-01-14 20:47:40,shipped,1980.29,stripe,overnight,phone,WH-10,FLASH30,200.07,110.64,23.68,2022-01-26,2022-01-27,5,true,1.3,108.209.74.176,USD
2703,1041,2023-04-18 05:07:21,pending,2482.2,debit_card,overnight,web,WH-03,SUMMER20,619.12,285.54,8.07,2023-04-23,2023-04-22,5,false,2.3,47.90.223.227,USD
2704,1175,2025-06-01 17:45:07,cancelled,2612.95,debit_card,standard,in_store,WH-11,SAVE10,260.57,181.62,4.46,2025-06-11,,10,false,,250.15.166.8,USD
2705,1215,2023-04-20 08:16:26,shipped,1242.13,crypto,standard,in_store,WH-15,SUMMER20,106.4,63.48,8.24,2023-04-23,2023-04-28,6,false,1.9,5.106.211.119,USD
2706,1817,2024-02-20 04:29:04,processing,87.2,bank_transfer,pickup,in_store,WH-11,SAVE10,14.17,4.93,7.7,2024-03-03,2024-03-01,8,true,1.6,81.114.243.44,USD
2707,1877,2025-01-07 02:50:09,pending,706.97,debit_card,pickup,marketplace,WH-05,WELCOME5,54.85,62.59,29.05,2025-01-19,2025-01-22,10,false,2.0,86.98.230.152,USD
2708,1445,2024-08-09 00:43:00,pending,1834.49,debit_card,pickup,mobile_app,WH-11,SAVE10,498.06,186.45,27.39,2024-08-23,2024-08-27,10,false,4.5,97.208.170.124,USD
2709,1590,2023-05-26 21:38:32,delivered,1149.47,bank_transfer,free,marketplace,WH-11,,149.15,74.91,3.03,2023-06-07,2023-06-09,2,true,4.4,120.101.182.93,USD
2710,246,2023-08-05 14:50:16,delivered,2825.93,bank_transfer,overnight,in_store,WH-19,WELCOME5,120.26,310.78,6.37,2023-08-07,2023-08-08,7,false,1.1,67.21.31.208,USD
2711,488,2023-07-24 19:01:41,delivered,1981.67,bank_transfer,pickup,mobile_app,WH-03,FLASH30,459.64,186.46,24.01,2023-07-28,2023-08-02,1,true,,156.14.38.245,USD
2712,1996,2023-03-19 22:09:32,pending,958.53,crypto,free,phone,WH-09,SAVE10,126.42,60.01,15.95,2023-03-25,2023-03-24,6,false,4.7,14.36.20.157,USD
2713,1009,2025-06-02 17:53:27,cancelled,196.13,stripe,express,in_store,WH-03,SUMMER20,9.99,15.5,6.61,2025-06-08,2025-06-09,3,true,,26.53.142.189,USD
2714,863,2024-01-16 13:24:13,cancelled,1915.64,paypal,overnight,phone,WH-17,SUMMER20,54.48,154.79,3.42,2024-01-22,2024-01-20,8,false,,142.96.22.111,USD
2715,1666,2025-09-03 11:50:23,shipped,487.95,paypal,pickup,marketplace,WH-03,WELCOME5,40.88,41.58,23.34,2025-09-08,2025-09-09,4,false,3.6,214.132.28.217,USD
2716,1720,2022-08-09 07:55:21,delivered,648.29,crypto,standard,phone,WH-17,,123.87,63.21,24.5,2022-08-17,2022-08-22,10,false,1.1,147.148.241.10,USD
2717,448,2022-11-20 16:40:34,delivered,496.86,stripe,pickup,marketplace,WH-07,VIP25,109.24,54.37,24.37,2022-11-25,2022-11-28,2,false,4.0,221.121.170.31,USD
2718,1900,2025-10-12 16:06:00,shipped,725.63,credit_card,standard,mobile_app,WH-17,SAVE10,4.12,64.38,10.81,2025-10-24,,6,false,,50.22.94.75,USD
2719,306,2022-05-16 21:02:49,shipped,2532.18,crypto,overnight,mobile_app,WH-02,FLASH30,271.5,220.84,1.53,2022-05-23,2022-05-21,3,true,4.7,76.132.29.142,USD
2720,1815,2025-10-10 12:47:11,pending,1123.16,paypal,express,marketplace,WH-08,SUMMER20,180.96,107.32,20.58,2025-10-12,2025-10-15,2,false,3.0,32.5.116.229,USD
2721,1765,2022-12-14 08:10:07,shipped,1345.7,crypto,overnight,marketplace,WH-02,NEWUSER15,60.46,117.06,15.29,2022-12-18,2022-12-20,7,true,3.6,223.167.204.68,USD
2722,1719,2023-04-05 10:52:41,delivered,2231.19,crypto,express,phone,WH-02,,343.19,137.02,8.73,2023-04-14,,7,true,4.6,213.60.134.219,USD
2723,1913,2022-06-30 23:47:40,pending,879.84,paypal,pickup,in_store,WH-10,,163.54,97.74,27.22,2022-07-02,2022-07-02,5,true,3.2,31.101.192.181,USD
2724,537,2024-05-27 22:59:44,cancelled,2306.46,stripe,overnight,in_store,WH-12,FLASH30,173.08,251.72,26.06,2024-06-08,2024-06-13,1,true,3.9,15.216.5.167,USD
2725,1369,2025-09-12 04:16:31,returned,1525.2,crypto,pickup,web,WH-10,FLASH30,223.84,115.54,26.56,2025-09-19,2025-09-20,5,false,1.6,135.57.211.151,USD
2726,53,2024-08-11 10:46:43,returned,19.1,credit_card,express,mobile_app,WH-05,NEWUSER15,0.16,1.11,1.01,2024-08-22,,9,true,,156.29.22.229,USD
2727,1163,2025-05-31 21:30:01,delivered,335.89,credit_card,pickup,in_store,WH-20,WELCOME5,30.05,29.82,13.9,2025-06-05,2025-06-08,7,false,4.7,240.86.104.141,USD
2728,375,2022-05-04 21:41:24,processing,2185.91,crypto,overnight,marketplace,WH-13,NEWUSER15,0.6,202.53,16.08,2022-05-10,2022-05-08,4,true,5.0,51.173.80.251,USD
2729,626,2023-08-25 15:36:16,shipped,1342.63,stripe,overnight,web,WH-11,NEWUSER15,339.21,124.72,24.06,2023-09-08,2023-09-13,8,true,3.9,235.117.98.210,USD
2730,1920,2025-05-26 20:12:05,shipped,25.36,gift_card,free,web,WH-10,,1.12,2.23,11.03,2025-05-30,2025-05-28,1,true,,33.211.86.244,USD
2731,1146,2022-01-13 00:15:26,delivered,771.91,crypto,express,marketplace,WH-16,FLASH30,154.26,87.03,25.11,2022-01-20,2022-01-19,1,false,3.3,20.202.135.239,USD
2732,1944,2023-07-17 13:47:31,cancelled,1172.58,debit_card,free,in_store,WH-16,WELCOME5,275.66,121.85,15.43,2023-07-30,2023-07-29,7,true,,195.224.226.65,USD
2733,1966,2025-09-02 20:25:29,pending,776.35,paypal,free,marketplace,WH-09,WELCOME5,158.47,66.45,13.26,2025-09-08,2025-09-07,5,false,4.3,172.208.104.73,USD
2734,631,2024-10-06 07:55:44,delivered,303.99,debit_card,overnight,mobile_app,WH-18,NEWUSER15,75.55,30.04,14.55,2024-10-18,2024-10-21,4,true,,110.154.176.75,USD
2735,530,2025-11-04 10:00:14,pending,776.06,credit_card,express,marketplace,WH-09,SUMMER20,151.26,52.8,16.69,2025-11-15,2025-11-16,6,true,2.1,182.246.48.228,USD
2736,1655,2025-05-10 11:59:18,returned,26.12,crypto,free,mobile_app,WH-01,FLASH30,6.95,1.55,20.1,2025-05-24,2025-05-25,1,false,,107.223.40.89,USD
2737,1661,2022-02-15 20:00:04,delivered,2570.08,crypto,free,in_store,WH-13,NEWUSER15,383.87,194.35,4.25,2022-02-21,2022-02-23,3,false,1.3,60.112.212.102,USD
2738,72,2025-11-27 16:52:36,processing,2908.82,crypto,overnight,marketplace,WH-17,SUMMER20,340.03,301.8,13.0,2025-12-08,2025-12-06,3,true,,161.59.251.143,USD
2739,564,2022-07-12 07:05:57,pending,1135.2,stripe,free,marketplace,WH-04,SAVE10,97.56,127.25,17.26,2022-07-24,2022-07-26,1,true,,178.191.17.246,USD
2740,1933,2025-10-27 06:48:07,delivered,2374.3,credit_card,standard,phone,WH-15,NEWUSER15,166.27,183.32,2.55,2025-11-07,2025-11-09,10,false,,115.236.207.120,USD
2741,428,2022-04-20 07:51:43,returned,675.07,crypto,express,in_store,WH-12,FLASH30,43.42,67.64,2.81,2022-04-29,2022-04-27,3,false,1.5,63.39.198.176,USD
2742,1038,2025-03-17 04:03:21,pending,1197.77,debit_card,standard,phone,WH-03,VIP25,303.91,65.3,19.61,2025-03-24,2025-03-24,5,false,3.4,87.233.155.133,USD
